training_fitness_3_1_50, [0.30624905816838544, 0.6668151449460975, 0.3725290705301503, 0.7867839499845066, 0.500372634968136, 0.7799717998877662, 0.8911096011727673, 0.3092380811624468, 0.6401012997594853, 0.5395731641227207], 0.08272696817420436 
training_fitness_3_1_50, [0.36137904 0.45446005 0.82707122 0.04317221 0.0552448  0.5110156
 0.59225163 0.90403157 0.31193812 0.01154257], 0.07877551020408165 
training_fitness_30_1_200, [0.01866847 0.73570117 0.16475396 0.39387849 0.64240002 0.07827335
 0.19690533 0.83836532 0.00814082 0.01919709], 0.009885427135678393 
training_fitness_50_1_200, [0.0227395  0.70935745 0.10551092 0.77687645 0.68696955 0.08111036
 0.07453094 0.92249289 0.09394077 0.00424506], 0.010543718592964824 
training_fitness_30_2_200, [0.05351284 0.62626535 0.11207324 0.2168775  0.47466001 0.11396158
 0.08711601 0.51910713 0.00832243 0.01094566], 0.011317171512085476 
training_fitness_50_2_200, [0.07595443 0.38463774 0.25140683 0.37513905 0.87859917 0.04334217
 0.07293692 0.89125479 0.05793392 0.10166319], 0.012888236894593752 
