training_fitness_30_5_1_1, [0.48936824 0.1055094  0.85074197 0.40980079 0.16058595 0.78314872
 0.75387108 0.75248041 0.78104511], 0.07036183902965601 
training_fitness_50_5_1_1, [0.40510969 0.8296895  0.80941151 0.94362017 0.11705377 0.25861934
 0.59283249 0.41625184 0.19947957], 0.0707188331392532 
training_fitness_30_5_1_200, [-0.84415058  0.98772554  0.73120078 -1.44223467 -1.36070891  5.57676205
  0.83251448  1.56853508 -2.66125882], 0.05906686315364044 
training_fitness_50_5_1_200, [0.81112411 0.81853447 0.31877859 0.24192469 0.04028399 0.91435058
 0.42999245 0.93443755 0.07699024], 0.05923258330389237 
training_fitness_30_5_1_500, [-0.04171546  0.01763612 -0.02073602  0.00991609 -0.02497003  0.05228768
  0.00426141  0.01461082 -0.02275359], 0.05708713825681846 
training_fitness_50_5_1_500, [0.15997564 0.35493941 0.42263206 0.14181966 0.14530789 0.57750412
 0.12998823 0.50737352 0.21030613], 0.05948824822220678 
