training_fitness_10_5_1_1, [ 1.17460837  0.63095486  0.76208751 -0.41506893 -1.41808116  0.32321893
  0.67167004  1.19195947  0.01887374 -0.34463471], 0.04887174588218872 
training_fitness_30_5_1_200, [0.00921773 0.84116417 0.4332667  0.19982288 0.96242298 0.32512959
 0.3851805  0.81094251 0.0335109  0.24475346], 0.03701276465429641 
training_fitness_30_1_200, [0.04398015 0.93387943 0.05720886 0.09343232 0.9073635  0.00692097
 0.00937264 0.73022306 0.01539458 0.02914454], 0.01045427 
training_fitness_50_1_200, [0.82428309 0.97538236 0.94457408 0.15771029 0.14146368 0.08783053
 0.9190488  0.95555981 0.03055654 0.03163183], 0.0352533 
training_fitness_10_5_1_2, [1.04292346 1.16517369 0.47527252 0.52257356 0.93436288 0.09136676
 1.31510542 0.7434386  0.23356382 0.22404199], 0.055161809045226134 
